institution,country,arwu_rank,arwu_score,tuition_in_state_usd,tuition_out_state_usd,total_cost_usd,uk_home_fee_gbp,uk_intl_fee_gbp,price_usd,rank,rank_percentile,price_percentile,united_states_rank_percentile,united_states_price_percentile,united_kingdom_rank_percentile,united_kingdom_price_percentile,value_score,united_states_value_score,united_kingdom_value_score
Gardner-Webb University,United States,45,31.5,33450.0,33450.0,48813.0,,,33450.0,45,64.98905908096279,55.032822757111596,60.46511627906976,50.0,,,56.980306345733034,56.279069767441854,
High Point University,United States,39,33.5,44208.0,44208.0,61582.0,,,44208.0,39,70.02188183807439,79.21225382932167,66.1498708010336,75.71059431524549,,,50.328227571115974,49.40568475452197,
Johnson C Smith University,United States,14,47.8,20480.0,20480.0,34228.0,,,20480.0,14,84.9015317286652,22.538293216630198,82.42894056847545,23.772609819121445,,,81.92560175054705,79.9483204134367,
Lenoir-Rhyne University,United States,57,27.3,30900.0,30900.0,57649.0,,,30900.0,57,54.92341356673961,48.57768052516411,48.837209302325576,45.99483204134367,,,53.522975929978124,50.904392764857874,
Methodist University,United States,40,33.2,39664.0,39664.0,53585.0,,,39664.0,40,68.27133479212254,71.33479212253829,64.08268733850129,66.66666666666666,,,52.42888402625821,51.78294573643411,
University of Mount Olive,United States,54,28.2,25950.0,25950.0,35362.0,,,25950.0,54,56.455142231947484,37.63676148796499,50.64599483204134,36.434108527131784,,,58.818380743982495,55.81395348837209,
North Carolina A & T State University,United States,63,25.5,6748.0,20408.0,19180.0,,,20408.0,63,46.389496717724285,22.319474835886215,38.759689922480625,23.51421188630491,,,58.905908096280086,53.850129198966414,
University of North Carolina Asheville,United States,32,35.9,7461.0,24809.0,21061.0,,,24809.0,32,74.83588621444201,35.886214442013134,71.31782945736434,34.62532299741602,,,70.54704595185996,68.9405684754522,
University of North Carolina at Chapel Hill,United States,32,35.9,8989.0,39330.0,25181.0,,,39330.0,32,74.83588621444201,70.02188183807439,71.31782945736434,65.37467700258398,,,56.89277899343545,56.64082687338501,
University of North Carolina at Charlotte,United States,32,35.9,7214.0,21876.0,22034.0,,,21876.0,32,74.83588621444201,28.665207877461707,71.31782945736434,27.906976744186046,,,73.43544857768052,71.62790697674419,
University of North Carolina at Greensboro,United States,32,35.9,7593.0,23339.0,19628.0,,,23339.0,32,74.83588621444201,33.04157549234136,71.31782945736434,32.55813953488372,,,71.68490153172866,69.76744186046511,
North Carolina Wesleyan University,United States,24,39.1,35536.0,35536.0,48263.0,,,35536.0,24,81.1816192560175,60.83150984682714,78.81136950904393,55.297157622739014,,,64.37636761487964,65.16795865633075,
University of North Carolina Wilmington,United States,32,35.9,7317.0,22985.0,25913.0,,,22985.0,32,74.83588621444201,31.72866520787746,71.31782945736434,31.007751937984494,,,72.21006564551422,70.3875968992248,
University of North Carolina at Pembroke,United States,32,35.9,3571.0,7571.0,16854.0,,,7571.0,32,74.83588621444201,0.6564551422319475,71.31782945736434,0.7751937984496124,,,84.63894967177242,82.48062015503876,
Queens University of Charlotte,United States,201,15.8,43285.0,43285.0,56944.0,,,43285.0,201,30.196936542669583,78.11816192560175,21.705426356589147,74.4186046511628,,,26.87089715536105,23.25581395348837,
Wake Forest University,United States,401,0.8,64758.0,64758.0,82818.0,,,64758.0,401,16.849015317286653,97.81181619256017,13.436692506459949,97.41602067183463,,,10.984682713347922,9.095607235142117,
Wingate University,United States,31,36.2,40196.0,40196.0,57780.0,,,40196.0,31,75.92997811816193,73.7417943107221,72.60981912144703,69.25064599483204,,,56.06126914660831,55.8656330749354,
Winston-Salem State University,United States,63,25.5,6735.0,17391.0,22345.0,,,17391.0,63,46.389496717724285,13.347921225382933,38.759689922480625,14.987080103359174,,,62.494529540481395,57.2609819121447,
Western Carolina University,United States,401,4.7,4532.0,8532.0,19057.0,,,8532.0,401,16.849015317286653,1.0940919037199124,13.436692506459949,1.2919896640826873,,,49.671772428884026,47.5452196382429,
Andrews University,United States,401,3.8,33710.0,33710.0,43670.0,,,33710.0,401,16.849015317286653,56.236323851203494,13.436692506459949,51.162790697674424,,,27.614879649890593,27.5968992248062,
Calvin University,United States,10,54.1,38670.0,38670.0,53286.0,,,38670.0,10,93.43544857768052,68.9277899343545,92.50645994832041,64.08268733850129,,,68.49015317286651,69.87080103359173,
Central Michigan University,United States,73,22.5,14190.0,14190.0,26470.0,,,14190.0,73,34.79212253829322,5.689277899343545,25.064599483204137,6.718346253229974,,,58.59956236323851,52.351421188630496,
Davenport University,United States,401,3.8,23324.0,23324.0,35864.0,,,23324.0,401,16.849015317286653,32.822757111597376,13.436692506459949,32.299741602067186,,,36.98030634573304,35.14211886304909,
University of Detroit Mercy,United States,201,14.6,32300.0,32300.0,40069.0,,,32300.0,201,30.196936542669583,52.078774617067836,21.705426356589147,48.06201550387597,,,37.286652078774615,33.798449612403104,
Eastern Michigan University,United States,73,22.5,15510.0,15510.0,28168.0,,,15510.0,73,34.79212253829322,7.658643326039387,25.064599483204137,9.043927648578812,,,57.81181619256018,51.42118863049096,
Ferris State University,United States,52,28.8,13630.0,13630.0,26066.0,,,13630.0,52,63.01969365426696,4.814004376367615,58.39793281653747,5.684754521963824,,,75.88621444201313,72.76485788113695,
Kettering University,United States,39,33.5,46380.0,46380.0,58610.0,,,46380.0,39,70.02188183807439,83.58862144420132,66.1498708010336,80.87855297157623,,,48.57768052516411,47.33850129198967,
Cornerstone University,United States,40,33.2,29100.0,29100.0,40737.0,,,29100.0,40,68.27133479212254,44.63894967177243,64.08268733850129,42.63565891472868,,,63.10722100656455,61.3953488372093,
Grand Valley State University,United States,63,25.5,14628.0,20820.0,26578.0,,,20820.0,63,46.389496717724285,24.288840262582056,38.759689922480625,24.8062015503876,,,58.11816192560175,53.333333333333336,
Lake Superior State University,United States,63,25.5,14266.0,14266.0,25757.0,,,14266.0,63,46.389496717724285,6.12691466083151,38.759689922480625,7.235142118863049,,,65.38293216630197,60.361757105943155,
Madonna University,United States,401,4.1,27360.0,27360.0,38809.0,,,27360.0,401,16.849015317286653,40.48140043763676,13.436692506459949,39.01808785529715,,,33.91684901531729,32.45478036175711,
University of Michigan-Ann Arbor,United States,17,44.9,17228.0,58072.0,33345.0,,,58072.0,17,83.58862144420132,92.5601750547046,81.13695090439276,91.21447028423772,,,53.12910284463895,52.19638242894057,
Michigan State University,United States,73,22.5,15988.0,43372.0,30528.0,,,43372.0,73,34.79212253829322,78.33698030634574,25.064599483204137,74.67700258397933,,,29.540481400437635,25.16795865633075,
Michigan Technological University,United States,73,22.5,18392.0,41340.0,32550.0,,,41340.0,73,34.79212253829322,75.27352297592998,25.064599483204137,71.0594315245478,,,30.76586433260394,26.61498708010336,
University of Michigan-Dearborn,United States,17,44.9,14944.0,31360.0,22435.0,,,31360.0,17,83.58862144420132,50.10940919037199,81.13695090439276,46.51162790697674,,,70.10940919037199,70.07751937984496,
University of Michigan-Flint,United States,70,23.4,14014.0,31274.0,23329.0,,,31274.0,70,37.63676148796499,49.89059080962801,28.42377260981912,46.253229974160206,,,42.62582056892779,38.55297157622739,
Northern Michigan University,United States,401,2.6,13304.0,18800.0,26206.0,,,18800.0,401,16.849015317286653,15.75492341356674,13.436692506459949,17.31266149870801,,,43.8074398249453,41.13695090439277,
Northwood University,United States,24,39.1,33000.0,33000.0,47114.0,,,33000.0,24,81.1816192560175,53.610503282275715,78.81136950904393,49.09560723514212,,,67.26477024070022,67.6485788113695,
Oakland University,United States,10,54.1,14694.0,23188.0,25016.0,,,23188.0,10,93.43544857768052,32.16630196936542,92.50645994832041,31.52454780361757,,,83.19474835886214,82.89405684754522,
Saginaw Valley State University,United States,63,25.5,12240.0,28752.0,24043.0,,,28752.0,63,46.389496717724285,43.544857768052516,38.759689922480625,41.60206718346253,,,50.41575492341356,46.61498708010336,
Siena Heights University,United States,31,36.2,29778.0,29778.0,42802.0,,,29778.0,31,75.92997811816193,46.389496717724285,72.60981912144703,44.18604651162791,,,67.00218818380745,65.89147286821705,
Wayne State University,United States,63,25.5,14297.0,30419.0,26794.0,,,30419.0,63,46.389496717724285,47.4835886214442,38.759689922480625,44.96124031007752,,,48.840262582056894,45.27131782945737,
Western Michigan University,United States,73,22.5,15298.0,19098.0,28655.0,,,19098.0,73,34.79212253829322,18.161925601750546,25.064599483204137,19.638242894056848,,,53.610503282275715,47.18346253229974,
Linfield University,United States,10,54.1,49530.0,49530.0,63825.0,,,49530.0,10,93.43544857768052,85.99562363238512,92.50645994832041,83.4625322997416,,,61.66301969365426,62.11886304909561,
Brigham Young University-Hawaii,United States,401,5.0,6438.0,6438.0,22970.0,,,6438.0,401,16.849015317286653,0.2188183807439825,13.436692506459949,0.2583979328165375,,,50.0218818380744,47.958656330749356,
University of Kansas,United States,301,11.3,11700.0,29412.0,25215.0,,,29412.0,301,22.975929978118163,45.076586433260395,16.27906976744186,43.15245478036176,,,35.75492341356674,32.50645994832041,
University of Colorado Boulder,United States,34,35.2,16430.0,41943.0,33466.0,,,41943.0,34,73.08533916849015,76.58643326039387,69.50904392764858,72.60981912144703,,,53.21663019693654,52.66149870801033,
Rutgers University-Newark,United States,401,2.9,16586.0,35348.0,33749.0,,,35348.0,401,16.849015317286653,60.17505470459519,13.436692506459949,54.52196382428941,,,26.039387308533918,26.253229974160206,
Rutgers University-Camden,United States,401,2.9,17079.0,35841.0,33812.0,,,35841.0,401,16.849015317286653,62.144420131291035,13.436692506459949,56.84754521963824,,,25.25164113785558,25.322997416020673,
University of Louisiana at Monroe,United States,401,2.0,9190.0,21290.0,23552.0,,,21290.0,401,16.849015317286653,26.039387308533918,13.436692506459949,26.098191214470283,,,39.693654266958426,37.622739018087856,
University of South Carolina Aiken,United States,46,31.2,10760.0,21218.0,20922.0,,,21218.0,46,64.77024070021882,25.601750547045953,60.20671834625323,25.581395348837212,,,68.62144420131291,65.89147286821705,
University of Arizona,United States,62,25.8,13626.0,41095.0,28543.0,,,41095.0,62,47.26477024070022,75.054704595186,39.79328165374677,70.80103359173127,,,38.33698030634574,35.55555555555555,
Rogers State University,United States,52,28.8,7392.0,15176.0,21023.0,,,15176.0,52,63.01969365426696,7.00218818380744,58.39793281653747,8.2687338501292,,,75.01094091903721,71.7312661498708,
Saint Ambrose University,United States,401,4.1,35598.0,35598.0,50018.0,,,35598.0,401,16.849015317286653,61.48796498905909,13.436692506459949,56.07235142118863,,,25.514223194748357,25.63307493540052,
University of Virginia-Main Campus,United States,66,24.6,20986.0,58014.0,38132.0,,,58014.0,66,38.29321663019694,92.34135667396062,29.198966408268735,90.95607235142118,,,26.039387308533918,21.136950904392766,
University of Mobile,United States,5,67.2,26120.0,26120.0,38731.0,,,26120.0,5,97.3741794310722,38.074398249452955,96.89922480620154,36.69250645994832,,,83.19474835886214,83.4625322997416,
The University of the South,United States,401,1.4,53698.0,53698.0,68704.0,,,53698.0,401,16.849015317286653,89.27789934354486,13.436692506459949,87.33850129198967,,,14.398249452954047,13.1266149870801,
Lipscomb University,United States,7,60.4,38824.0,38824.0,53549.0,,,38824.0,7,96.06126914660832,69.14660831509846,95.60723514211887,64.34108527131784,,,69.97811816192561,71.62790697674419,
Augustana University,United States,401,4.1,39190.0,39190.0,53169.0,,,39190.0,401,16.849015317286653,69.80306345733041,13.436692506459949,65.11627906976744,,,22.188183807439827,22.015503875968992,
Lander University,United States,201,14.3,11700.0,21300.0,26069.0,,,21300.0,201,30.196936542669583,26.258205689277897,21.705426356589147,26.356589147286826,,,47.6148796498906,42.48062015503876,
Furman University,United States,201,14.9,58312.0,58312.0,73760.0,,,58312.0,201,30.196936542669583,93.21663019693655,21.705426356589147,91.98966408268734,,,20.83150984682713,16.22739018087855,
Pacific University,United States,61,26.1,54466.0,54466.0,69330.0,,,54466.0,61,49.23413566739606,89.49671772428884,42.11886304909561,87.59689922480621,,,33.7417943107221,30.23255813953488,
University of Arkansas,United States,62,25.8,9748.0,28772.0,26161.0,,,28772.0,62,47.26477024070022,43.7636761487965,39.79328165374677,41.86046511627907,,,50.85339168490154,47.13178294573643,
University of Tulsa,United States,50,30.0,48602.0,48602.0,63093.0,,,48602.0,50,63.67614879649891,85.55798687089715,58.91472868217055,82.94573643410853,,,43.98249452954049,42.17054263565892,
Oklahoma Christian University,United States,52,28.8,25900.0,25900.0,38029.0,,,25900.0,52,63.01969365426696,37.41794310722101,58.39793281653747,36.17571059431525,,,62.844638949671776,60.56847545219638,
Thomas Edison State University,United States,52,28.8,6638.0,8598.0,,,,8598.0,52,63.01969365426696,1.312910284463895,58.39793281653747,1.550387596899225,,,77.28665207877461,74.41860465116278,
University of Nebraska at Kearney,United States,38,33.8,8302.0,14260.0,24452.0,,,14260.0,38,72.21006564551422,5.908096280087528,68.73385012919897,6.976744186046512,,,80.96280087527353,78.44961240310079,
The University of Montana,United States,301,8.9,8152.0,31622.0,23744.0,,,31622.0,301,22.975929978118163,50.984682713347915,16.27906976744186,47.286821705426355,,,33.39168490153173,30.852713178294575,
Saint Cloud State University,United States,52,28.8,10117.0,10117.0,21389.0,,,10117.0,52,63.01969365426696,2.1881838074398248,58.39793281653747,2.5839793281653747,,,76.93654266958424,74.00516795865633,
University of Northwestern-St Paul,United States,60,26.4,36830.0,36830.0,48246.0,,,36830.0,60,49.671772428884026,63.67614879649891,42.63565891472868,58.139534883720934,,,44.332603938730855,42.325581395348834,
MCPHS University,United States,56,27.6,38850.0,38850.0,58975.0,,,38850.0,56,56.236323851203494,69.36542669584244,50.3875968992248,64.59948320413437,,,45.99562363238512,44.39276485788113,
University of Maine at Augusta,United States,38,33.8,8618.0,21548.0,18813.0,,,21548.0,38,72.21006564551422,27.35229759299781,68.73385012919897,26.873385012919897,,,72.38512035010942,70.49095607235142,
Tulane University of Louisiana,United States,58,27.0,65538.0,65538.0,83761.0,,,65538.0,58,51.64113785557986,98.24945295404814,44.96124031007752,97.9328165374677,,,31.68490153172866,27.803617571059434,
Northwestern State University of Louisiana,United States,24,39.1,8864.0,19652.0,24496.0,,,19652.0,24,81.1816192560175,19.693654266958426,78.81136950904393,21.44702842377261,,,80.83150984682713,78.70801033591732,
Purdue University Fort Wayne,United States,68,24.0,9254.0,22220.0,19714.0,,,22220.0,68,38.074398249452955,29.978118161925604,28.940568475452196,29.457364341085274,,,50.85339168490153,45.581395348837205,
Northwest Nazarene University,United States,24,39.1,39370.0,39370.0,50275.0,,,39370.0,24,81.1816192560175,70.24070021881839,78.81136950904393,65.63307493540051,,,60.61269146608314,61.03359173126615,
Regis University,United States,61,26.1,43980.0,43980.0,54889.0,,,43980.0,61,49.23413566739606,78.99343544857767,42.11886304909561,75.45219638242894,,,37.94310722100657,35.09043927648579,
Rowan University,United States,401,4.1,15700.0,25564.0,34116.0,,,25564.0,401,16.849015317286653,37.199124726477024,13.436692506459949,35.917312661498705,,,35.22975929978118,33.69509043927649,
Mount Mercy University,United States,57,27.3,39070.0,39070.0,52436.0,,,39070.0,57,54.92341356673961,69.58424507658644,48.837209302325576,64.85788113695091,,,45.12035010940919,43.359173126614984,
Asbury University,United States,57,27.3,33640.0,33640.0,46209.0,,,33640.0,57,54.92341356673961,55.57986870897156,48.837209302325576,50.64599483204134,,,50.72210065645514,49.04392764857881,
University of the Cumberlands,United States,401,6.5,9875.0,9875.0,24654.0,,,9875.0,401,16.849015317286653,1.9693654266958425,13.436692506459949,2.3255813953488373,,,49.32166301969366,47.13178294573644,
Rose-Hulman Institute of Technology,United States,72,22.8,56674.0,56674.0,74226.0,,,56674.0,72,37.199124726477024,91.02844638949672,27.906976744186046,89.40568475452196,,,25.908096280087527,20.981912144702843,
New Jersey Institute of Technology,United States,72,22.8,19022.0,35934.0,32228.0,,,35934.0,72,37.199124726477024,62.58205689277899,27.906976744186046,57.36434108527132,,,37.28665207877462,33.7984496124031,
DigiPen Institute of Technology,United States,72,22.8,37400.0,37400.0,51366.0,,,37400.0,72,37.199124726477024,64.98905908096279,27.906976744186046,59.68992248062015,,,36.3238512035011,32.86821705426357,
West Virginia University Institute of Technology,United States,72,22.8,8064.0,20120.0,18343.0,,,20120.0,72,37.199124726477024,21.663019693654267,27.906976744186046,22.739018087855296,,,53.654266958424515,47.648578811369504,
Oregon Institute of Technology,United States,72,22.8,12687.0,35592.0,26675.0,,,35592.0,72,37.199124726477024,61.2691466083151,27.906976744186046,55.81395348837209,,,37.81181619256017,34.41860465116279,
Stevens Institute of Technology,United States,72,22.8,60952.0,60952.0,76449.0,,,60952.0,72,37.199124726477024,94.74835886214443,27.906976744186046,93.7984496124031,,,24.420131291028444,19.224806201550386,
Wentworth Institute of Technology,United States,72,22.8,41010.0,41010.0,55030.0,,,41010.0,72,37.199124726477024,74.83588621444201,27.906976744186046,70.54263565891473,,,32.38512035010941,28.527131782945734,
Massachusetts Institute of Technology,United States,3,75.4,60156.0,60156.0,79850.0,,,60156.0,3,98.03063457330416,93.8730853391685,97.67441860465115,92.76485788113695,,,61.26914660831509,61.49870801033591,
Indiana Institute of Technology,United States,8,59.5,30446.0,30446.0,43490.0,,,30446.0,8,94.74835886214443,47.70240700218819,94.05684754521964,45.21963824289406,,,77.76805251641139,78.34625322997417,
University of Cambridge,United Kingdom,5,67.2,,,,9250.0,27048.0,34350.96,5,97.3741794310722,57.54923413566739,,,100.0,87.14285714285714,75.40481400437636,,65.14285714285714
University of Oxford,United Kingdom,16,45.4,,,,9250.0,28950.0,36766.5,16,84.02625820568927,63.45733041575492,,,98.57142857142858,94.28571428571428,65.0328227571116,,61.42857142857144
Imperial College London,United Kingdom,23,39.8,,,,9250.0,37900.0,48133.0,23,81.4004376367615,85.12035010940919,,,95.71428571428572,100.0,54.79212253829322,,57.42857142857143
University College London,United Kingdom,18,43.2,,,,9250.0,31200.0,39624.0,18,83.15098468271334,70.89715536105032,,,97.14285714285714,97.14285714285714,61.53172866520787,,59.42857142857142
London School of Economics and Political Science,United Kingdom,76,24.3,,,,9250.0,25608.0,32522.16,76,32.38512035010941,52.516411378555794,,,88.57142857142857,75.71428571428571,38.42450765864333,,62.857142857142854
King's College London,United Kingdom,33,35.6,,,,9250.0,31350.0,39814.5,33,73.52297592997812,72.21006564551422,,,94.28571428571428,98.57142857142858,55.22975929978118,,57.14285714285713
University of Edinburgh,United Kingdom,36,34.5,,,,1820.0,26500.0,33655.0,36,72.42888402625822,55.798687089715536,,,92.85714285714286,84.28571428571429,61.13785557986871,,62.0
University of Manchester,United Kingdom,41,32.9,,,,9250.0,26000.0,33020.0,41,66.3019693654267,53.93873085339168,,,91.42857142857143,80.71428571428572,58.205689277899346,,62.57142857142857
University of Warwick,United Kingdom,201,15.2,,,,9250.0,27060.0,34366.2,201,30.196936542669583,57.76805251641138,,,77.14285714285715,88.57142857142857,35.010940919037196,,50.85714285714286
University of Bristol,United Kingdom,51,29.1,,,,9250.0,27200.0,34544.0,51,63.23851203501094,58.42450765864332,,,90.0,90.0,54.57330415754923,,58.0
University of Glasgow,United Kingdom,101,21.2,,,,1820.0,24540.0,31165.8,101,32.16630196936542,49.671772428884026,,,87.14285714285714,70.0,39.43107221006564,,64.28571428571428
Durham University,United Kingdom,201,14.9,,,,9250.0,28500.0,36195.0,201,30.196936542669583,63.01969365426696,,,77.14285714285715,92.85714285714286,32.91028446389497,,49.142857142857146
University of Sheffield,United Kingdom,151,17.9,,,,9250.0,23650.0,30035.5,151,31.947483588621445,46.608315098468275,,,85.71428571428571,60.0,40.52516411378556,,67.42857142857142
University of Birmingham,United Kingdom,151,18.5,,,,9250.0,25860.0,32842.2,151,31.947483588621445,52.95404814004377,,,85.71428571428571,77.14285714285715,37.986870897155356,,60.57142857142856
University of Leeds,United Kingdom,151,18.4,,,,9250.0,24500.0,31115.0,151,31.947483588621445,49.45295404814004,,,85.71428571428571,68.57142857142857,39.38730853391685,,64.0
University of Nottingham,United Kingdom,151,18.0,,,,9250.0,26000.0,33020.0,151,31.947483588621445,53.93873085339168,,,85.71428571428571,80.71428571428572,37.59299781181619,,59.14285714285714
University of Southampton,United Kingdom,151,17.8,,,,9250.0,24400.0,30988.0,151,31.947483588621445,48.796498905908095,,,85.71428571428571,64.28571428571429,39.64989059080963,,65.71428571428571
University of York,United Kingdom,201,15.5,,,,9250.0,24450.0,31051.5,201,30.196936542669583,49.12472647702407,,,77.14285714285715,66.42857142857143,38.46827133479212,,59.71428571428572
Newcastle University,United Kingdom,201,16.0,,,,9250.0,24000.0,30480.0,201,30.196936542669583,47.921225382932164,,,77.14285714285715,62.857142857142854,38.949671772428886,,61.14285714285715
University of Liverpool,United Kingdom,151,18.1,,,,9250.0,23400.0,29718.0,151,31.947483588621445,46.17067833698031,,,85.71428571428571,58.57142857142858,40.70021881838075,,68.0
Cardiff University,United Kingdom,201,16.2,,,,9000.0,24450.0,31051.5,201,30.196936542669583,49.12472647702407,,,77.14285714285715,66.42857142857143,38.46827133479212,,59.71428571428572
Queen Mary University of London,United Kingdom,201,15.8,,,,9250.0,26250.0,33337.5,201,30.196936542669583,54.48577680525164,,,77.14285714285715,82.85714285714286,36.32385120350109,,53.142857142857146
University of Exeter,United Kingdom,201,14.6,,,,9250.0,27000.0,34290.0,201,30.196936542669583,57.22100656455142,,,77.14285714285715,85.71428571428571,35.22975929978118,,52.00000000000001
Lancaster University,United Kingdom,201,14.3,,,,9250.0,25040.0,31800.8,201,30.196936542669583,51.64113785557986,,,77.14285714285715,72.85714285714285,37.461706783369806,,57.14285714285715
University of Bath,United Kingdom,201,14.0,,,,9250.0,25900.0,32893.0,201,30.196936542669583,53.39168490153173,,,77.14285714285715,78.57142857142857,36.76148796498906,,54.85714285714286
Loughborough University,United Kingdom,201,13.7,,,,9250.0,27700.0,35179.0,201,30.196936542669583,59.73741794310722,,,77.14285714285715,91.42857142857143,34.223194748358864,,49.71428571428572
University of Surrey,United Kingdom,201,13.4,,,,9250.0,23800.0,30226.0,201,30.196936542669583,47.04595185995623,,,77.14285714285715,61.42857142857143,39.29978118161926,,61.71428571428572
University of Leicester,United Kingdom,201,13.1,,,,9250.0,21750.0,27622.5,201,30.196936542669583,40.70021881838075,,,77.14285714285715,50.0,41.838074398249454,,66.28571428571429
University of Strathclyde,United Kingdom,301,12.8,,,,1820.0,22400.0,28448.0,301,22.975929978118163,42.669584245076585,,,60.0,52.85714285714286,36.717724288840266,,54.85714285714286
University of East Anglia,United Kingdom,301,12.5,,,,9250.0,22800.0,28956.0,301,22.975929978118163,44.201312910284464,,,60.0,55.714285714285715,36.10503282275711,,53.714285714285715
University of Reading,United Kingdom,301,12.2,,,,9250.0,22350.0,28384.5,301,22.975929978118163,42.23194748358862,,,60.0,51.42857142857142,36.89277899343545,,55.42857142857143
University of Sussex,United Kingdom,301,11.9,,,,9250.0,22500.0,28575.0,301,22.975929978118163,43.10722100656455,,,60.0,54.285714285714285,36.542669584245075,,54.28571428571429
Royal Holloway University of London,United Kingdom,301,11.6,,,,9250.0,23200.0,29464.0,301,22.975929978118163,45.73304157549234,,,60.0,57.14285714285714,35.49234135667396,,53.142857142857146
University of Kent,United Kingdom,301,11.3,,,,9250.0,19500.0,24765.0,301,22.975929978118163,35.55798687089716,,,60.0,42.142857142857146,39.562363238512035,,59.14285714285714
University of St Andrews,United Kingdom,301,11.0,,,,1820.0,30160.0,38303.2,301,22.975929978118163,68.05251641137856,,,60.0,95.71428571428572,26.564551422319475,,37.71428571428571
University of Aberdeen,United Kingdom,301,10.7,,,,1820.0,24800.0,31496.0,301,22.975929978118163,50.76586433260394,,,60.0,71.42857142857143,33.479212253829324,,47.42857142857143
University of Stirling,United Kingdom,301,10.4,,,,1820.0,16400.0,20828.0,301,22.975929978118163,24.50765864332604,,,60.0,22.857142857142858,43.98249452954048,,66.85714285714286
Heriot-Watt University,United Kingdom,301,10.1,,,,1820.0,19792.0,25135.84,301,22.975929978118163,36.32385120350109,,,60.0,44.285714285714285,39.25601750547046,,58.28571428571429
University of Dundee,United Kingdom,301,9.8,,,,1820.0,25300.0,32131.0,301,22.975929978118163,51.85995623632385,,,60.0,74.28571428571429,33.04157549234136,,46.285714285714285
Glasgow Caledonian University,United Kingdom,301,9.5,,,,1820.0,15500.0,19685.0,301,22.975929978118163,19.912472647702405,,,60.0,11.428571428571429,45.82056892778994,,71.42857142857143
Robert Gordon University,United Kingdom,301,9.2,,,,1820.0,17000.0,21590.0,301,22.975929978118163,27.680525164113785,,,60.0,32.142857142857146,42.713347921225385,,63.142857142857146
City University of London,United Kingdom,301,8.9,,,,9250.0,21500.0,27305.0,301,22.975929978118163,40.26258205689278,,,60.0,48.57142857142857,37.68052516411379,,56.57142857142857
Goldsmiths University of London,United Kingdom,301,8.6,,,,9250.0,18440.0,23418.8,301,22.975929978118163,33.260393873085334,,,60.0,37.142857142857146,40.481400437636765,,61.14285714285714
Brunel University London,United Kingdom,301,8.3,,,,9250.0,20810.0,26428.7,301,22.975929978118163,38.51203501094092,,,60.0,47.14285714285714,38.38074398249453,,57.142857142857146
Middlesex University,United Kingdom,301,8.0,,,,9250.0,16200.0,20574.0,301,22.975929978118163,22.86652078774617,,,60.0,17.857142857142858,44.63894967177243,,68.85714285714286
University of Greenwich,United Kingdom,401,7.7,,,,9250.0,17000.0,21590.0,401,16.849015317286653,27.680525164113785,,,35.714285714285715,32.142857142857146,39.03719912472648,,48.57142857142857
London Metropolitan University,United Kingdom,401,7.4,,,,9250.0,15576.0,19781.52,401,16.849015317286653,20.350109409190374,,,35.714285714285715,12.857142857142856,41.969365426695845,,56.28571428571428
Coventry University,United Kingdom,401,7.1,,,,9250.0,16800.0,21336.0,401,16.849015317286653,26.695842450765866,,,35.714285714285715,27.142857142857142,39.43107221006565,,50.57142857142857
University of Chester,United Kingdom,401,6.8,,,,9250.0,13450.0,17081.5,401,16.849015317286653,11.816192560175056,,,35.714285714285715,2.857142857142857,45.38293216630197,,60.28571428571429
University of Cumbria,United Kingdom,401,6.5,,,,9250.0,13575.0,17240.25,401,16.849015317286653,12.25382932166302,,,35.714285714285715,4.285714285714286,45.20787746170679,,59.71428571428571
Teesside University,United Kingdom,401,6.2,,,,9250.0,15000.0,19050.0,401,16.849015317286653,17.833698030634572,,,35.714285714285715,9.285714285714286,42.97592997811817,,57.71428571428571
University of Bolton,United Kingdom,401,5.9,,,,9250.0,12950.0,16446.5,401,16.849015317286653,10.065645514223196,,,35.714285714285715,1.4285714285714286,46.08315098468272,,60.85714285714286
University of Bedfordshire,United Kingdom,401,5.6,,,,9250.0,14600.0,18542.0,401,16.849015317286653,15.098468271334792,,,35.714285714285715,7.142857142857142,44.07002188183807,,58.57142857142857
University of Wolverhampton,United Kingdom,401,5.3,,,,9250.0,14450.0,18351.5,401,16.849015317286653,14.442013129102845,,,35.714285714285715,5.714285714285714,44.332603938730855,,59.14285714285714
Birmingham City University,United Kingdom,401,5.0,,,,9250.0,16300.0,20701.0,401,16.849015317286653,23.522975929978116,,,35.714285714285715,20.714285714285715,40.70021881838075,,53.14285714285714
Manchester Metropolitan University,United Kingdom,401,4.7,,,,9250.0,18500.0,23495.0,401,16.849015317286653,33.479212253829324,,,35.714285714285715,38.57142857142858,36.71772428884026,,46.0
Sheffield Hallam University,United Kingdom,401,4.4,,,,9250.0,16895.0,21456.65,401,16.849015317286653,26.914660831509845,,,35.714285714285715,28.57142857142857,39.34354485776805,,50.0
Swansea University,United Kingdom,401,4.1,,,,9000.0,20550.0,26098.5,401,16.849015317286653,37.85557986870897,,,35.714285714285715,45.714285714285715,34.967177242888404,,43.14285714285714
Bangor University,United Kingdom,401,3.8,,,,9000.0,17500.0,22225.0,401,16.849015317286653,30.306345733041574,,,35.714285714285715,35.0,37.986870897155356,,47.42857142857143
Aberystwyth University,United Kingdom,401,3.5,,,,9000.0,16300.0,20701.0,401,16.849015317286653,23.522975929978116,,,35.714285714285715,20.714285714285715,40.70021881838075,,53.14285714285714
